User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD),Time of Day,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Charging Duration,State of Charge (Change %),Charging Rate kW
User_232,Tesla Model 3,62.0,Station_298,Chicago,2024-01-10 15:00:00,2024-01-10 18:12:00,33.36550879,10.19694665,35.95601164,Morning,26.84932308,99.63756366,244.0527884,26.87389733,0.0,DC Fast Charger,Casual Driver,192.0,72.78824058,10.426721496874999
User_233,BMW i3,120.5106328,Station_275,Houston,2024-01-10 16:00:00,2024-01-10 17:12:00,68.82528251,16.93561005,33.86154813,Afternoon,70.75160734,55.33183817,139.0348047,-1.966119085,0.0,Level 1,Commuter,72.0,-15.41976917000001,57.354402091666664
User_234,BMW i3,75.0,Station_273,Los Angeles,2024-01-10 17:00:00,2024-01-10 17:58:00,65.89172327,36.49305496,9.144724291,Afternoon,18.87132186,65.01723141,77.26928193,11.72918175,5.0,Level 2,Commuter,58.0,46.14590955,68.16385165862069
User_235,Tesla Model 3,62.0,Station_492,Houston,2024-01-10 18:00:00,2024-01-10 21:14:00,44.75866738,41.5266716,9.084707242,Evening,18.85564766,98.32393365,139.2222178,1.565003654,3.0,DC Fast Charger,Long-Distance Traveler,194.0,79.46828599,13.8428868185567
User_236,Nissan Leaf,75.0,Station_417,New York,2024-01-10 19:00:00,2024-01-10 20:50:00,12.66982107,18.71829649,32.178618,Morning,35.91735463,67.07789382,296.1316624,29.4030223,3.0,Level 1,Long-Distance Traveler,110.0,31.16053919,6.910811492727273
User_237,Tesla Model 3,50.0,Station_76,Los Angeles,2024-01-10 20:00:00,2024-01-10 23:35:00,25.35411412,16.88057219,19.33324015,Night,72.40240861,67.43337051,73.38219447,2.976166149,0.0,Level 1,Long-Distance Traveler,215.0,-4.969038099999992,7.07556673116279
User_238,BMW i3,100.0,Station_177,San Francisco,2024-01-10 21:00:00,2024-01-10 22:23:00,37.92811166,26.69194666,36.2054509,Night,35.54534803,87.93704455,69.64107368,-1.326875184,2.0,Level 2,Long-Distance Traveler,83.0,52.391696519999996,27.417912043373494
User_239,Hyundai Kona,75.0,Station_184,Chicago,2024-01-10 22:00:00,2024-01-10 23:08:00,42.91893734,30.00441036,23.49022368,Evening,32.64110425,60.21991718,111.1895587,-8.60920022,6.0,Level 1,Casual Driver,68.0,27.578812930000005,37.869650594117644
User_240,Hyundai Kona,50.0,Station_319,Chicago,2024-01-10 23:00:00,2024-01-11 00:11:00,31.87719017,23.46635584,38.28944613,Evening,68.82368384,92.83712412,249.7635289,38.18867276,6.0,DC Fast Charger,Casual Driver,71.0,24.013440279999998,26.938470566197182
User_241,Chevy Bolt,50.0,Station_131,San Francisco,2024-01-11 00:00:00,2024-01-11 03:05:00,29.58284044,37.1837654,16.67307135,Night,24.74394127,80.60437845,248.9240908,5.79857211,5.0,Level 2,Commuter,185.0,55.86043718,9.594434737297297
User_242,Tesla Model 3,100.0,Station_363,New York,2024-01-11 01:00:00,2024-01-11 01:58:00,37.50977748,6.34178129,23.23026883,Evening,31.20433856,76.03450438,203.728966,30.12882994,1.0,DC Fast Charger,Casual Driver,58.0,44.830165820000005,38.80321808275862
User_243,Tesla Model 3,62.0,Station_49,San Francisco,2024-01-11 02:00:00,2024-01-11 05:20:00,7.849721867,23.38920535,25.95044908,Evening,89.85040927,85.15241978,26.36280787,39.56907374,3.0,DC Fast Charger,Commuter,200.0,-4.697989489999998,2.3549165601
User_244,Chevy Bolt,100.0,Station_55,New York,2024-01-11 03:00:00,2024-01-11 05:40:00,66.52076448,15.09948391,34.74007813,Morning,19.50529978,63.4859202,123.5700603,-6.756693665,3.969244032,Level 1,Long-Distance Traveler,160.0,43.98062042,24.94528668
User_245,Chevy Bolt,100.0,Station_154,Los Angeles,2024-01-11 04:00:00,2024-01-11 06:47:00,41.08911136,74.61279366,7.892927163,Evening,82.21735478,77.01566339,206.7145921,27.40868965,2.0,Level 1,Commuter,167.0,-5.2016913899999935,14.762554979640718
User_246,Chevy Bolt,62.0,Station_355,San Francisco,2024-01-11 05:00:00,2024-01-11 08:36:00,29.84062267,14.0390994,9.062227773,Afternoon,17.26238083,53.65651199,195.4737864,19.17667044,7.0,Level 2,Commuter,216.0,36.39413116,8.289061852777778
User_247,BMW i3,100.0,Station_200,New York,2024-01-11 06:00:00,2024-01-11 08:51:00,59.78121988,28.46175259,13.52412911,Afternoon,72.52185208,69.18586553,134.3846583,18.12959244,6.0,Level 2,Casual Driver,171.0,-3.335986550000001,20.975866624561405
User_248,Tesla Model 3,94.82402915,Station_308,Los Angeles,2024-01-11 07:00:00,2024-01-11 10:53:00,76.35819792,10.89466858,68.93168829,Afternoon,80.67885939,64.03368551,213.4906079,36.46750891,5.0,Level 2,Commuter,233.0,-16.64517388,19.6630552583691
User_249,BMW i3,100.0,Station_356,San Francisco,2024-01-11 08:00:00,2024-01-11 11:24:00,60.41010375,48.78868466,17.89853157,Evening,77.00681785,82.53096522,99.54258331,12.87049397,2.0,DC Fast Charger,Casual Driver,204.0,5.524147369999994,17.76767757352941
User_250,Chevy Bolt,85.0,Station_373,Chicago,2024-01-11 09:00:00,2024-01-11 10:11:00,44.78548904,35.39040523,36.90895525,Night,20.08304245,76.26295569,283.9026934,10.64900727,6.0,DC Fast Charger,Commuter,71.0,56.17991324,37.84689214647887
User_251,Tesla Model 3,75.0,Station_118,San Francisco,2024-01-11 10:00:00,2024-01-11 12:03:00,22.22767365,23.38920535,27.52374174,Afternoon,30.81465369,57.70754733,227.5422571,0.510519698,1.0,DC Fast Charger,Casual Driver,123.0,26.892893639999997,10.842767634146343
User_252,BMW i3,100.0,Station_263,Houston,2024-01-11 11:00:00,2024-01-11 14:09:00,22.27571241,18.2090343,24.41374839,Morning,83.64021009,59.25917191,114.5406814,21.74994096,3.0,DC Fast Charger,Long-Distance Traveler,189.0,-24.381038179999997,7.071654733333333
User_253,BMW i3,85.0,Station_46,San Francisco,2024-01-11 12:00:00,2024-01-11 13:01:00,29.01396646,43.00986974,12.29197938,Evening,70.24797438,92.49814391,199.6381021,1.081182965,3.0,Level 1,Casual Driver,61.0,22.250169529999994,28.53832766557377
User_254,Chevy Bolt,75.0,Station_302,Houston,2024-01-11 13:00:00,2024-01-11 16:19:00,61.11752874,28.40157855,20.04094214,Night,28.7158913,52.96116986,172.6673988,-3.133508581,1.0,Level 2,Long-Distance Traveler,199.0,24.24527856,18.427395599999997
User_255,Tesla Model 3,62.0,Station_356,Los Angeles,2024-01-11 14:00:00,2024-01-11 17:09:00,65.55092159,12.16339721,24.20928706,Night,47.91062987,97.30684589,153.2209691,28.69465695,3.0,Level 1,Casual Driver,189.0,49.396216020000004,20.80981637777778
User_256,Chevy Bolt,50.0,Station_400,San Francisco,2024-01-11 15:00:00,2024-01-11 15:55:00,76.57976765,10.56645094,36.69399043,Evening,47.05893886,71.88986245,33.62751261,16.46756864,0.0,Level 1,Long-Distance Traveler,55.0,24.830923589999998,83.5415647090909
User_257,Tesla Model 3,50.0,Station_408,Los Angeles,2024-01-11 16:00:00,2024-01-11 18:24:00,37.09360176,23.61922633,19.54237559,Evening,53.7051118,53.29568234,180.1478561,14.72696121,7.0,DC Fast Charger,Long-Distance Traveler,144.0,-0.40942945999999836,15.4556674
User_258,Hyundai Kona,100.0,Station_189,Los Angeles,2024-01-11 17:00:00,2024-01-11 19:38:00,56.35798687,27.59968826,35.07084018,Morning,25.4359194,68.93257356,233.9139584,5.855527431,0.0,Level 2,Casual Driver,158.0,43.49665415999999,21.401767165822783
User_259,Nissan Leaf,85.0,Station_310,New York,2024-01-11 18:00:00,2024-01-11 19:25:00,6.354516482,4.109925423,10.03369193,Evening,47.20053058,85.12774935,40.66318959,-0.230726769,5.0,DC Fast Charger,Long-Distance Traveler,85.0,37.92721877,4.485541046117647
User_260,Nissan Leaf,62.0,Station_318,Los Angeles,2024-01-11 19:00:00,2024-01-11 21:31:00,60.52272949,14.16343772,22.67035545,Evening,25.51167315,64.21387738,219.1154065,-8.823314271,4.0,DC Fast Charger,Commuter,151.0,38.70220423,24.048766684768214
User_261,Nissan Leaf,50.0,Station_129,Los Angeles,2024-01-11 20:00:00,2024-01-11 22:15:00,49.62151166,28.54955865,12.88187849,Night,43.90988049,98.3886081,260.6851658,11.25747568,6.0,Level 2,Commuter,135.0,54.47872761,22.054005182222223
User_262,Chevy Bolt,100.0,Station_49,San Francisco,2024-01-11 21:00:00,2024-01-11 23:39:00,54.12608725,13.61905214,31.93611569,Afternoon,69.63478803,88.99147531,175.2062101,-9.824642409,7.0,Level 2,Long-Distance Traveler,159.0,19.356687280000003,20.42493858490566
User_263,Hyundai Kona,45.38021848,Station_25,San Francisco,2024-01-11 22:00:00,2024-01-11 23:50:00,13.08899484,36.47580821,36.61236772,Afternoon,16.78109282,91.51478248,233.5717409,-1.396398323,3.0,Level 1,Long-Distance Traveler,110.0,74.73368966,7.139451730909091
User_264,Tesla Model 3,75.0,Station_266,Chicago,2024-01-11 23:00:00,2024-01-12 02:07:00,7.424244899,15.10098677,36.54430878,Night,61.36425981,59.94103454,156.1962255,22.18491185,5.0,DC Fast Charger,Long-Distance Traveler,187.0,-1.4232252700000032,2.3821106627807485
User_265,BMW i3,143.4752097,Station_118,New York,2024-01-12 00:00:00,2024-01-12 02:29:00,47.086336,5.130814496,31.22019833,Evening,85.18847671,76.40260687,35.08362947,13.41015483,7.0,DC Fast Charger,Casual Driver,149.0,-8.785869840000004,18.96094067114094
User_266,Tesla Model 3,100.0,Station_464,Los Angeles,2024-01-12 01:00:00,2024-01-12 04:48:00,44.75866738,23.38920535,23.59953341,Morning,48.53777632,78.14309336,269.4965675,-5.887922836,6.0,DC Fast Charger,Commuter,228.0,29.605317039999996,11.778596678947368
User_267,BMW i3,85.0,Station_144,New York,2024-01-12 02:00:00,2024-01-12 03:21:00,56.82135247,21.26970474,15.83281356,Afternoon,17.45124072,53.85017463,263.744879,39.80240625,2.0,Level 2,Long-Distance Traveler,81.0,36.39893391,42.08989071851852
User_268,Tesla Model 3,75.0,Station_442,Houston,2024-01-12 03:00:00,2024-01-12 05:00:00,36.5318794,5.092837674,32.23995282,Evening,80.02092861,75.52594739,97.72575854,11.30164247,7.0,DC Fast Charger,Long-Distance Traveler,120.0,-4.49498122,18.2659397
User_269,Hyundai Kona,100.0,Station_200,Los Angeles,2024-01-12 04:00:00,2024-01-12 06:46:00,58.15106289,34.96509714,25.3916038,Afternoon,17.46097583,82.13113775,236.8331846,35.58930117,7.0,DC Fast Charger,Casual Driver,166.0,64.67016192,21.01845646626506
User_270,BMW i3,10.18928677,Station_157,New York,2024-01-12 05:00:00,2024-01-12 05:51:00,63.59427153,28.59630646,5.086397605,Night,18.28423537,63.02512257,149.9569495,2.790844167,4.0,DC Fast Charger,Commuter,51.0,44.7408872,74.81679003529412
User_271,Chevy Bolt,85.0,Station_487,Chicago,2024-01-12 06:00:00,2024-01-12 07:03:00,55.41504977,30.64392048,36.42534262,Afternoon,88.07089504,64.80813651,176.9329581,-8.428028851,5.0,DC Fast Charger,Long-Distance Traveler,63.0,-23.26275853,52.77623787619048
User_272,Tesla Model 3,50.0,Station_348,Chicago,2024-01-12 07:00:00,2024-01-12 09:19:00,12.9198797,9.137049424,11.49651417,Night,48.08341176,71.15874257,188.6018805,-2.411919304,4.0,Level 1,Commuter,139.0,23.075330810000004,5.576926489208632
User_273,Tesla Model 3,75.0,Station_134,Los Angeles,2024-01-12 08:00:00,2024-01-12 09:18:00,70.24471718,31.88182227,18.52782019,Night,72.54929507,91.90178009,34.52241142,7.136485622,4.0,Level 2,Casual Driver,78.0,19.352485020000003,54.03439783076922
User_274,BMW i3,50.0,Station_400,Houston,2024-01-12 09:00:00,2024-01-12 11:38:00,47.90409794,22.06190557,35.04175348,Night,48.97534202,75.49040404,32.2376168,-2.996197815,5.0,Level 1,Commuter,158.0,26.515062020000002,18.191429597468353
User_275,Chevy Bolt,62.0,Station_148,Chicago,2024-01-12 10:00:00,2024-01-12 11:42:00,59.14827213,14.88015319,32.07478813,Morning,40.00389357,57.34829205,156.48543,-1.864065534,3.0,Level 2,Long-Distance Traveler,102.0,17.344398479999995,34.79310125294118
User_276,Chevy Bolt,75.0,Station_336,Chicago,2024-01-12 11:00:00,2024-01-12 12:53:00,6.462698571,5.335241683,37.45912865,Evening,88.22102308,91.94331829,156.48543,38.4118343,4.0,DC Fast Charger,Long-Distance Traveler,113.0,3.7222952099999986,3.431521365132743
User_277,Hyundai Kona,100.0,Station_71,Houston,2024-01-12 12:00:00,2024-01-12 13:22:00,79.00225971,26.97742286,11.28750438,Night,22.53375157,93.2978301,39.74600723,7.684356808,3.0,Level 2,Commuter,82.0,70.76407853,57.80653149512195
User_278,Chevy Bolt,78.38373536,Station_233,New York,2024-01-12 13:00:00,2024-01-12 15:09:00,19.91687772,32.21173099,10.47101094,Night,43.90997947,80.05854643,205.6439887,10.38484263,7.0,Level 1,Casual Driver,129.0,36.148566960000004,9.263664055813953
User_279,Chevy Bolt,62.0,Station_334,Chicago,2024-01-12 14:00:00,2024-01-12 16:33:00,73.22951285,23.61812385,16.97108591,Afternoon,14.07814108,60.68877555,156.48543,35.83359546,5.0,DC Fast Charger,Casual Driver,153.0,46.61063447,28.717456019607848
User_280,Chevy Bolt,75.0,Station_299,San Francisco,2024-01-12 15:00:00,2024-01-12 18:17:00,15.0589717,14.76789076,15.67014168,Evening,49.86812087,82.17964274,68.52318395,28.05657768,1.0,Level 1,Casual Driver,197.0,32.31152187000001,4.586488842639595
User_281,Nissan Leaf,62.0,Station_154,Chicago,2024-01-12 16:00:00,2024-01-12 17:14:00,12.1325578,40.19690034,34.86909528,Morning,32.07190535,77.49195606,92.11586724,25.20350173,7.0,Level 1,Casual Driver,74.0,45.420050710000005,9.837209027027027
User_282,Hyundai Kona,100.0,Station_90,New York,2024-01-12 17:00:00,2024-01-12 20:45:00,30.53308101,19.02108875,35.15728182,Morning,52.91050286,67.21874082,132.6046018,2.331115164,6.0,Level 1,Long-Distance Traveler,225.0,14.308237959999992,8.142154936
User_283,Tesla Model 3,50.0,Station_334,New York,2024-01-12 18:00:00,2024-01-12 20:46:00,20.35354607,11.16193529,26.16541419,Afternoon,100.0,82.33383445,116.1840821,2.770322017,1.0,Level 2,Commuter,166.0,-17.666165550000002,7.356703398795181
User_284,BMW i3,50.0,Station_199,Los Angeles,2024-01-12 19:00:00,2024-01-12 21:14:00,6.479430985,26.69194666,37.2085906,Morning,52.61626456,83.35374544,77.79797006,26.6169776,0.0,Level 1,Long-Distance Traveler,134.0,30.73748088,2.9012377544776116
User_285,Tesla Model 3,100.0,Station_161,San Francisco,2024-01-12 20:00:00,2024-01-12 22:59:00,14.01882399,6.291013588,25.54354523,Afternoon,58.99611588,90.81351987,22.54047724,33.28195603,7.51530869,Level 2,Commuter,179.0,31.817403989999995,4.699047147486033
User_286,Hyundai Kona,85.0,Station_26,New York,2024-01-12 21:00:00,2024-01-12 23:55:00,61.83012084,49.15968568,8.021784138,Evening,36.84689682,92.67951285,80.99732071,-2.341554226,0.0,Level 1,Commuter,175.0,55.83261603,21.19889857371429
User_287,BMW i3,75.0,Station_121,Houston,2024-01-12 22:00:00,2024-01-13 01:53:00,51.62169093,43.16138737,28.15164637,Afternoon,22.78747904,58.66249439,185.9521521,7.936964701,7.0,Level 1,Casual Driver,233.0,35.87501535,13.29313929527897
User_288,Hyundai Kona,100.0,Station_301,San Francisco,2024-01-12 23:00:00,2024-01-13 01:15:00,13.31901732,21.63010654,9.969727208,Afternoon,81.55932359,100.0,87.30415654,38.77143808,7.0,Level 2,Casual Driver,135.0,18.440676409999995,5.919563253333333
User_289,Chevy Bolt,85.0,Station_212,San Francisco,2024-01-13 00:00:00,2024-01-13 01:12:00,37.64230385,19.59636036,27.89822489,Night,34.92875322,79.45914963,156.48543,-9.679928907,0.0,Level 2,Commuter,72.0,44.53039641,31.368586541666666
User_290,BMW i3,75.0,Station_63,Houston,2024-01-13 01:00:00,2024-01-13 04:16:00,70.62045542,18.33554746,14.73821179,Morning,25.72347164,99.5858146,188.4637916,-4.842996855,2.0,Level 1,Commuter,196.0,73.86234296,21.61850676122449
User_291,Chevy Bolt,75.0,Station_451,Chicago,2024-01-13 02:00:00,2024-01-13 05:50:00,74.49108356,32.94971165,31.65427854,Evening,55.66200144,52.5716222,160.6786185,26.30750447,5.0,Level 1,Commuter,230.0,-3.090379239999997,19.432456580869566
User_292,Tesla Model 3,75.0,Station_436,Houston,2024-01-13 03:00:00,2024-01-13 05:43:00,32.52486105,31.55315617,10.0360231,Evening,23.42576753,83.74262074,294.0582588,25.92667701,2.0,DC Fast Charger,Long-Distance Traveler,163.0,60.316853210000005,11.972341490797545
User_293,Tesla Model 3,100.0,Station_68,Houston,2024-01-13 04:00:00,2024-01-13 05:17:00,78.3990561,29.75315871,34.30110996,Night,49.66021029,83.24626253,119.7886479,-9.296045391,1.0,Level 1,Commuter,77.0,33.586052239999994,61.090173584415574
User_294,BMW i3,50.0,Station_253,Chicago,2024-01-13 05:00:00,2024-01-13 07:35:00,65.32285347,41.87715415,17.84050973,Afternoon,54.29560689,87.54853995,32.14595633,-9.39536526,3.0,Level 1,Long-Distance Traveler,155.0,33.252933060000004,25.286265859354838
User_295,BMW i3,62.0,Station_410,Chicago,2024-01-13 06:00:00,2024-01-13 06:36:00,30.63992013,46.84858797,36.95621233,Evening,62.17903555,53.74244252,151.5112089,21.08032988,3.0,DC Fast Charger,Commuter,36.0,-8.436593030000004,51.06653355
User_296,Hyundai Kona,85.0,Station_459,Chicago,2024-01-13 07:00:00,2024-01-13 10:57:00,78.15878931,7.34702904,15.06417173,Evening,78.17878531,80.78249491,114.7663152,20.83100013,4.0,Level 1,Casual Driver,237.0,2.603709600000002,19.78703526835443
User_297,Hyundai Kona,75.0,Station_2,Chicago,2024-01-13 08:00:00,2024-01-13 11:46:00,5.337836074,29.15448171,39.58826104,Afternoon,16.35565442,88.0437026,67.71733684,29.2490866,0.288408111,Level 1,Commuter,226.0,71.68804818000001,1.4171246214159292
User_298,Chevy Bolt,75.0,Station_398,Chicago,2024-01-13 09:00:00,2024-01-13 09:45:00,29.31881554,36.76426976,26.74074337,Afternoon,54.75318081,80.76527146,200.5248368,6.325563652,0.0,Level 2,Commuter,45.0,26.01209064999999,39.09175405333333
User_299,BMW i3,75.0,Station_108,Houston,2024-01-13 10:00:00,2024-01-13 12:38:00,23.99396127,32.93397056,20.65067387,Evening,87.85226345,75.36398823,205.1702417,5.918020657,5.0,Level 2,Long-Distance Traveler,158.0,-12.488275219999991,9.111630862025317
User_300,Tesla Model 3,100.0,Station_286,Los Angeles,2024-01-13 11:00:00,2024-01-13 13:24:00,5.699519954,40.48262896,16.58424488,Afternoon,54.54475537,81.03013388,221.5835529,32.63449015,3.0,Level 2,Commuter,144.0,26.485378509999997,2.3747999808333335
User_301,Hyundai Kona,65.04709891,Station_49,Los Angeles,2024-01-13 12:00:00,2024-01-13 13:06:00,54.52901287,41.49423802,9.767814596,Morning,73.36171145,73.14283891,250.3699282,31.24733539,0.0,Level 1,Long-Distance Traveler,66.0,-0.21887254000000667,49.57182988181818
User_302,Hyundai Kona,50.0,Station_140,New York,2024-01-13 13:00:00,2024-01-13 16:14:00,56.32464878,14.24598624,31.34224899,Evening,63.93275378,87.69917051,174.1389421,-6.256501931,7.0,Level 2,Long-Distance Traveler,194.0,23.766416730000003,17.419994468041235
User_303,Tesla Model 3,75.0,Station_218,Los Angeles,2024-01-13 14:00:00,2024-01-13 16:34:00,44.75866738,15.29296059,26.57518731,Afternoon,75.32264789,89.87164108,197.6678335,21.13947238,6.0,Level 1,Casual Driver,154.0,14.548993190000004,17.438441836363634
User_304,Hyundai Kona,75.0,Station_44,Los Angeles,2024-01-13 15:00:00,2024-01-13 16:50:00,65.22545228,18.06959233,29.43589439,Evening,45.50686598,83.40752161,206.9879013,4.068853036,0.0,DC Fast Charger,Casual Driver,110.0,37.90065563,35.57751942545455
User_305,Chevy Bolt,100.0,Station_417,Houston,2024-01-13 16:00:00,2024-01-13 19:41:00,23.54038392,3.508161487,23.22008781,Evening,17.17061425,39.31920167,192.8568913,14.53864932,4.0,Level 2,Casual Driver,221.0,22.14858742,6.391054457918552
User_306,BMW i3,75.0,Station_269,Chicago,2024-01-13 17:00:00,2024-01-13 18:31:00,18.54970242,13.85527155,16.48379964,Night,37.87100089,66.16504375,46.22369186,26.69488826,7.0,DC Fast Charger,Casual Driver,91.0,28.294042859999998,12.230573024175824
User_307,Tesla Model 3,33.37702357,Station_78,Chicago,2024-01-13 18:00:00,2024-01-13 19:41:00,20.76318764,23.99284957,30.69199865,Morning,27.4004267,55.2340052,155.2169256,8.316822121,2.0,Level 1,Long-Distance Traveler,101.0,27.833578499999998,12.334566914851486
User_308,BMW i3,85.0,Station_216,Houston,2024-01-13 19:00:00,2024-01-13 22:38:00,46.45478115,42.8384828,5.06404815,Morning,12.79308917,70.71797257,3.824527427,26.51176747,1.755443935,Level 1,Commuter,218.0,57.9248834,12.785719582568808
User_309,Hyundai Kona,85.0,Station_382,Los Angeles,2024-01-13 20:00:00,2024-01-13 22:34:00,49.7493419,33.7023412,18.58598183,Night,62.63796602,87.47010159,177.2698114,31.46422479,0.0,DC Fast Charger,Long-Distance Traveler,154.0,24.83213557,19.38286048051948
User_310,Hyundai Kona,100.0,Station_98,Houston,2024-01-13 21:00:00,2024-01-14 00:10:00,66.17491556,4.096052506,37.05502096,Night,57.51855751,59.21834421,19.84255062,12.62900175,2.0,DC Fast Charger,Casual Driver,190.0,1.699786699999997,20.897341755789476
User_311,Tesla Model 3,85.0,Station_236,New York,2024-01-13 22:00:00,2024-01-13 23:35:00,44.75866738,12.42845461,30.34556322,Evening,11.30942112,61.89683409,50.07010773,22.77215626,1.0,DC Fast Charger,Commuter,95.0,50.58741297,28.268632029473686
User_312,Chevy Bolt,59.79413925,Station_282,Chicago,2024-01-13 23:00:00,2024-01-13 23:59:00,49.83823894,20.87000777,12.24506007,Morning,41.37761829,62.03331149,40.84365488,-4.843799757,5.685366889,DC Fast Charger,Long-Distance Traveler,59.0,20.6556932,50.68295485423729
User_313,Nissan Leaf,75.0,Station_149,San Francisco,2024-01-14 00:00:00,2024-01-14 00:49:00,50.65984701,41.88423158,34.0238372,Night,79.25660844,76.33856417,206.6680314,14.06007874,2.0,Level 2,Commuter,49.0,-2.9180442699999958,62.03246572653061
User_314,Tesla Model 3,62.0,Station_412,New York,2024-01-14 01:00:00,2024-01-14 04:37:00,6.885479432,29.44664264,13.15143822,Afternoon,62.99501974,70.58747645,270.3822388,4.057993737,7.0,DC Fast Charger,Long-Distance Traveler,217.0,7.59245671,1.9038191977880186
User_315,Nissan Leaf,75.0,Station_304,New York,2024-01-14 02:00:00,2024-01-14 03:51:00,64.76361326,31.454058,9.001401096,Evening,68.68211128,63.14004386,213.7308148,-5.431969444,1.0,Level 2,Commuter,111.0,-5.542067420000002,35.00735851891892
User_316,Nissan Leaf,50.0,Station_484,Houston,2024-01-14 03:00:00,2024-01-14 05:16:00,55.42091221,39.08038685,11.67802099,Morning,74.61169024,62.05991728,204.6713676,-9.366179122,1.0,DC Fast Charger,Commuter,136.0,-12.551772960000001,24.450402445588235
User_317,Chevy Bolt,85.0,Station_424,Los Angeles,2024-01-14 04:00:00,2024-01-14 07:51:00,37.77161458,4.034655716,32.35635172,Evening,52.13244929,93.2118085,96.84198082,1.730859622,7.0,DC Fast Charger,Casual Driver,231.0,41.07935921000001,9.81080898181818
User_318,Nissan Leaf,75.0,Station_66,Chicago,2024-01-14 05:00:00,2024-01-14 08:01:00,44.06555275,18.13617692,37.81041851,Evening,43.36319672,72.85514963,261.5059889,21.12350582,6.0,Level 2,Casual Driver,181.0,29.491952910000002,14.607365552486188
User_319,Nissan Leaf,50.0,Station_234,San Francisco,2024-01-14 06:00:00,2024-01-14 08:41:00,76.70996423,37.73494301,9.420847432,Afternoon,57.41823834,53.71579569,189.8979547,20.60610628,2.0,Level 1,Commuter,161.0,-3.702442650000002,28.58756430931677
User_320,Chevy Bolt,75.0,Station_457,New York,2024-01-14 07:00:00,2024-01-14 08:06:00,6.521023617,34.45341482,9.835010134,Afternoon,80.47386393,52.86565233,86.12294637,1.215773749,7.0,Level 1,Commuter,66.0,-27.60821159999999,5.928203288181818
User_321,Nissan Leaf,85.0,Station_87,San Francisco,2024-01-14 08:00:00,2024-01-14 10:41:00,23.01969384,23.68003983,20.86109101,Night,78.10179095,68.35401868,89.4204787,12.01626991,3.0,Level 1,Casual Driver,161.0,-9.747772269999999,8.57876789068323
User_322,Nissan Leaf,100.0,Station_79,Los Angeles,2024-01-14 09:00:00,2024-01-14 10:46:00,62.31917555,22.41630596,7.162452048,Afternoon,21.81988627,61.29106773,22.61948852,11.12646285,6.0,Level 1,Long-Distance Traveler,106.0,39.47118146,35.275005028301884
User_323,Nissan Leaf,62.0,Station_205,Los Angeles,2024-01-14 10:00:00,2024-01-14 11:58:00,64.52243107,39.24707457,38.17893479,Morning,31.48893119,66.30498503,75.83166645,0.397259806,6.0,Level 2,Commuter,118.0,34.816053839999995,32.808015798305085
User_324,Tesla Model 3,100.0,Station_279,San Francisco,2024-01-14 11:00:00,2024-01-14 14:54:00,52.99672888,38.36925514,6.452202177,Night,10.95091271,69.30238833,27.93090918,14.17776327,6.0,Level 1,Long-Distance Traveler,234.0,58.35147562,13.588904841025641
User_325,Tesla Model 3,75.0,Station_337,Chicago,2024-01-14 12:00:00,2024-01-14 14:55:00,74.73938754,44.05048456,27.74298694,Morning,27.62289342,61.32518277,56.32522739,9.990199637,3.176061926,Level 2,Casual Driver,175.0,33.70228935,25.624932870857144
User_326,Tesla Model 3,62.0,Station_254,Los Angeles,2024-01-14 13:00:00,2024-01-14 14:57:00,17.89052769,3.660245686,25.22270092,Morning,32.14887452,100.0,156.1962255,-4.306189809,5.0,Level 2,Commuter,117.0,67.85112548000001,9.174629584615385
User_327,Chevy Bolt,100.0,Station_304,San Francisco,2024-01-14 14:00:00,2024-01-14 17:43:00,18.84884344,47.44796509,7.321396397,Night,84.30767807,62.79550482,237.0512986,-2.876962687,1.0,Level 2,Long-Distance Traveler,223.0,-21.512173249999996,5.071437696860986
User_328,Hyundai Kona,100.0,Station_380,New York,2024-01-14 15:00:00,2024-01-14 18:25:00,58.37615445,4.669667037,33.85680932,Afternoon,15.3591674,56.58027747,96.86304816,16.97201679,3.0,Level 2,Casual Driver,205.0,41.221110069999995,17.085703741463416
User_329,Nissan Leaf,62.0,Station_130,San Francisco,2024-01-14 16:00:00,2024-01-14 17:02:00,57.81943059,25.79879263,31.92078487,Evening,66.55433082,77.72473781,222.6692511,34.04479017,1.0,Level 2,Commuter,62.0,11.17040698999999,55.95428766774193
User_330,Nissan Leaf,85.0,Station_84,San Francisco,2024-01-14 17:00:00,2024-01-14 18:27:00,13.32461104,24.74284751,12.38823651,Afternoon,52.78624626,92.86857199,283.9904924,35.70486386,4.0,DC Fast Charger,Long-Distance Traveler,87.0,40.08232573000001,9.189386924137931
User_331,Chevy Bolt,85.0,Station_276,Houston,2024-01-14 18:00:00,2024-01-14 21:50:00,14.50345514,37.65992488,11.91083137,Morning,51.14214596,99.98660421,168.0448614,12.24739891,3.0,Level 2,Commuter,230.0,48.844458249999995,3.783510036521739
User_332,Nissan Leaf,85.0,Station_187,Los Angeles,2024-01-14 19:00:00,2024-01-14 19:57:00,26.34468459,19.95151332,17.65021853,Morning,11.85553123,57.08540548,216.4715539,-2.05877596,3.0,Level 1,Long-Distance Traveler,57.0,45.229874249999995,27.731246936842105
